HowlWater +Hidden, HardRock, DoubleTime, NightCore on 1/2/2016 11:54:01 PM
Count 300: 258
Count 100: 93
Count 50: 9
Count Geki: 15
Count Katu: 40
Count Miss: 0
Total Score: 4692634
Max Combo: 526
Is fullcombo: False
Mods: Hidden, HardRock, DoubleTime, NightCore
0(0): (76.15625,159.1489) None 0
39175(24): (182.4063,212.6157) K2 45.5900923413764
39179(4): (184.0729,211.8394) None 1.83854358848629
39202(23): (217.3151,196.5391) None 36.594295479526
39225(23): (235.0365,188.9438) None 19.2804731186437
39250(25): (254.2031,183.4507) None 19.9382186355094
39276(26): (266.3516,183.0039) None 12.1567117383105
39300(24): (267.0938,184.5786) K2 1.74084512920414
39325(25): (262.0026,190.1377) K2 7.53817309690137
39351(26): (252.3542,193.9097) K2 10.3595111272702
39376(25): (241.2344,195.6821) K2 11.2601634641906
39400(24): (202.4583,191.7124) K2 38.978776557023
39420(20): (181.8333,188.0356) None 20.9501672936305
39426(6): (159.1901,180.7114) None 23.7982905306517
39450(24): (119.2422,166.6636) None 42.3458903891701
39475(25): (57.51042,137.5645) None 68.2463973155334
39502(27): (17.0026,113.8633) None 46.9321919476856
39511(9): (13.96875,112.5303) K2 3.31377935121883
39525(14): (10.02344,109.0439) K2 5.26501953667745
39526(1): (9.841146,108.6851) K1, K2 0.402455598818861
39550(24): (7.510417,101.8955) K1, K2 7.17850411613699
39556(6): (7.914063,99.02441) K2 2.89932913074249
39577(21): (14.64583,89.60547) K2 11.5772654980091
39601(24): (27.52344,78.71436) K2 16.8656159801834
39625(24): (96.11719,64.32227) K2 70.0873350004741
39632(7): (113.1484,64.00732) None 17.0341238366859
39652(20): (160.4271,68.18945) None 47.4633035807644
39675(23): (213.526,74.21729) None 53.4399553289178
39700(25): (295.4531,77.22754) None 81.9823775757031
39720(20): (355.388,77.27148) K2 59.9349221109963
39725(5): (371.1563,78.19434) K2 15.7952936241314
39727(2): (373.0703,78.31152) K2 1.91758512966156
39750(23): (388.7604,79.84961) K2 15.7653023407768
39766(16): (392.5495,81.88574) K1, K2 4.30151865345234
39775(9): (393.474,85.81885) K1, K2 4.04029924330852
39801(26): (390.4662,93.32617) K1, K2 8.08745033744174
39825(24): (385.4271,98.83398) K1, K2 7.46514386549047
39850(25): (381.4167,106.2095) K1, K2 8.39534099019546
39877(27): (381.5208,109.6006) K1, K2 3.39269627537355
39900(23): (381.9375,112.5522) K1, K2 2.98086655812978
39925(25): (383.4349,117.7451) K1, K2 5.40448442419052
39952(27): (383.9948,125.8896) K1, K2 8.16372383877712
39975(23): (382.3542,131.8735) K1, K2 6.20473474593563
40000(25): (373.9427,144.5811) K1, K2 15.239301410426
40027(27): (359.724,158.1675) K1, K2 19.6662465188377
40030(3): (357.3542,159.9692) K1, K2 2.97693134760903
40050(20): (347.1458,166.9272) K1, K2 12.3541399102165
40066(16): (324.8281,178.6094) K1, K2 25.1903647779513
40075(9): (319.737,181.1362) K1, K2 5.68365534760501
40101(26): (261.1693,209.4736) K1, K2 65.0629114617862
40124(23): (229.8021,228.0259) K1, K2 36.4429677687794
40140(16): (215.1406,238.8438) K2 18.2204980416737
40150(10): (202.0807,250.0132) K2 17.1847697512481
40160(10): (195.7917,255.7847) None 8.53590929237384
40177(17): (191.4297,259.2783) None 5.58857942340595
40200(23): (186.6771,263.4751) None 6.34038570876713
40225(25): (181.3776,269.2539) None 7.84087519591443
40252(27): (180.7396,269.1733) None 0.643071136949615
40268(16): (180.7396,266.3169) K2 2.85641479492188
40275(7): (180.8438,264.7422) K2 1.57815092670098
40300(25): (181.9896,247.4204) K2 17.3596472142232
40307(7): (182.4193,244.4688) K1, K2 2.98271383685266
40326(19): (186.7813,216.6807) K1, K2 28.1283772698575
40350(24): (193.0313,183.8315) K1, K2 33.4384848492836
40351(1): (198.5521,156.7173) K2 27.6705416363772
40366(15): (206,127.186) None 30.4560206197168
40375(9): (209.9063,116.522) None 11.3569322977186
40402(27): (232.3021,59.87646) None 60.9121432952072
40425(23): (242.8229,47.71094) None 16.0837612471324
40449(24): (252.3542,37.50098) K2 13.9674228661508
40452(3): (252.5885,37.27393) K2 0.326263606498083
40477(25): (257.0938,33.07715) K2 6.15717393094949
40487(10): (256.9635,33.12109) K1, K2 0.137519331731412
40500(13): (255.2708,33.73633) K1, K2 1.80104478364763
40525(25): (248.3828,36.10205) K1, K2 7.28293858362525
40552(27): (246.9115,36.62939) K1, K2 1.56294780878582
40575(23): (246.7422,36.76123) K1, K2 0.214576199713179
40600(25): (249.7109,37.38379) K1, K2 3.03327940850613
40604(4): (250.401,37.58154) K1, K2 0.717868246587127
40627(23): (259.125,41.69043) K1, K2 9.6431913999874
40639(12): (259.125,41.69043) K1, K2 0
40650(11): (272.6667,50.64063) K1, K2 16.2321702658589
40675(25): (302.237,70.15234) K1, K2 35.4275373271156
40702(27): (351.7292,98.2334) K1, K2 56.9036225199901
40712(10): (376.9896,110.7065) K2 28.1720842111172
40726(14): (379.9844,111.7612) K2 3.17510580846248
40748(22): (439.8021,132.7964) None 63.4084814559807
40750(2): (442.0026,133.6753) None 2.3695256431104
40777(27): (467.7057,144.5225) None 27.8982277574144
40799(22): (476.9635,150.4185) None 10.9758763760654
40825(26): (481.8854,158.6069) None 9.55379782505536
40852(27): (482.6667,164.6714) None 6.11461741827164
40861(9): (482.7578,165.1108) K2 0.448741867036891
40875(14): (483.3828,168.0625) K2 3.01714979950408
40900(25): (484.6588,171.3218) K2 3.50016667619619
40926(26): (485.6354,173.2773) K2 2.18580309688655
40951(25): (486.2734,173.8706) K2 0.871239580603031
40975(24): (486.7031,173.8706) K2 0.4296875
41002(27): (486.9115,174.1636) K2 0.359556704175087
41025(23): (487.1979,175.2183) K2 1.09289850794656
41050(25): (487.3542,177.8843) K2 2.67056177482748
41077(27): (487.25,179.2539) K2 1.37357070321194
41099(22): (486.9375,179.3052) K2 0.316682719783963
41125(26): (486.0912,178.5728) K2 1.11922560374612
41152(27): (485.8047,177.9429) K2 0.691992247531952
41174(22): (485.6875,177.811) K2 0.176436168491989
41200(26): (485.6875,177.5474) K2 0.26361083984375
41207(7): (485.7917,177.4741) None 0.127381549129696
41227(20): (486.8333,176.9028) None 1.18801233266887
41249(22): (487.8229,176.7124) None 1.0077435937509
41275(26): (490.0365,176.749) None 2.21389492885808
41301(26): (492.3151,176.8882) None 2.28284325615873
41324(23): (493.3438,176.8882) None 1.02871704101563
41350(26): (494.6458,176.5952) None 1.33456272117223
41377(27): (495.4141,176.3022) None 0.822254689386278
41399(22): (495.5313,176.3022) None 0.117218017578125
41408(9): (495.5313,176.3755) K2 0.07330322265625
41425(17): (491.5078,177.6206) K2 4.21174776966572
41452(27): (479.8672,178.3823) K2 11.6655183919976
41456(4): (476.1563,178.7192) K1, K2 3.72613807329695
41474(18): (464.3333,180.814) K1, K2 12.0071429500852
41491(17): (429.4375,192.0347) K2 36.6554490182904
41500(9): (420.4531,195.4697) K2 9.6186667855703
41519(19): (370.1667,214.6445) None 53.8181745427449
41527(8): (336.5729,226.8247) None 35.7337307728318
41551(24): (281.4688,245.5674) None 58.2043795927353
41575(24): (233.3568,261.1021) None 50.5578213179751
41601(26): (211.1563,267.9941) None 23.2456848118858
41624(23): (201.8333,269.4956) None 9.44313406142923
41639(15): (194.9714,269.4956) K2 6.86189270019531
41649(10): (192.2891,269.437) K2 2.68295191081573
41660(11): (190.8438,269.2466) K1, K2 1.4577846066408
41677(17): (190.4531,268.7632) K1, K2 0.621547705705671
41699(22): (191.6771,267.9136) K1, K2 1.48996969749852
41725(26): (200.2318,267.9575) K1, K2 8.55481531776292
41751(26): (212.276,271.5171) K1, K2 12.559204800145
41775(24): (224.0469,276.3438) K1, K2 12.7220843879166
41800(25): (259.151,284.1294) K1, K2 35.9570970514603
41826(26): (305.0625,288.1138) K1, K2 46.0840669853216
41829(3): (315.5313,288.4067) K2 10.4729078779117
41850(21): (340.5443,288.2822) K2 25.0133103885684
41875(25): (391.2083,285.5649) K2 50.7368178254221
41880(5): (393.3698,285.5576) None 2.16151143242444
41902(22): (412.6146,285.6016) None 19.2448318079388
41925(23): (419.8542,286.063) None 7.25428147506147
41950(25): (420.9088,289.0513) None 3.16895001547748
41972(22): (417.6667,292.4204) K2 4.675712451592
41977(5): (417.6667,292.4204) K2 0
42001(24): (412.888,296.1191) K2 6.04286572894699
42008(7): (411.3125,297.2837) K1, K2 1.95919661855431
42025(17): (409.7891,298.5435) K1, K2 1.97682957154795
42051(26): (408.0703,299.4883) K1, K2 1.9613513892066
42074(23): (406.6771,299.5688) K1, K2 1.39554124542508
42100(26): (400.6875,297.7744) K1, K2 6.25259971887431
42126(26): (395.4792,296.1118) K1, K2 5.46725311544163
42131(5): (395.4792,296.1118) K1, K2 0
42150(19): (381.7031,295.0498) K1, K2 13.816965276333
42167(17): (359.2162,294.127) K1, K2 22.5058341750132
42175(8): (348.2526,293.3799) K1, K2 10.9890181908466
42198(23): (288.3047,288.7949) K2 60.1229899416186
42201(3): (281.4688,288.3628) K2 6.84951940358574
42225(24): (242.5755,286.0117) K2 38.9643080110098
42250(25): (208.6823,287.0298) K2 33.9084912786216
42256(6): (204.2292,287.5718) None 4.48596021852584
42277(21): (196.1172,287.7402) None 8.11374717930166
42300(23): (190.0495,287.1689) None 6.09453803724612
42325(25): (182.5885,285.1108) None 7.73965743829159
42352(27): (182.6276,280.2036) None 4.90735175907742
42359(7): (183.0833,278.6216) K2 1.64632688485511
42375(16): (184.8932,274.0806) K2 4.88841310207515
42400(25): (195.4271,255.3159) K2 21.5192142662587
42427(27): (218.0833,218.6143) K2 43.1313223524207
42449(22): (234.8151,191.6465) K2 31.7366579274068
42466(17): (244.9063,174.7935) None 19.6432139791983
42475(9): (257.9401,155.333) None 23.4220271395117
42502(27): (277.3021,134.7373) None 28.2678153343018
42524(22): (290.987,126.3438) None 16.0538941118891
42549(25): (308.5521,120.4038) K2 18.5422802272781
42550(1): (308.8906,120.6162) K2 0.399621904760311
42576(26): (316.7552,127.2739) K2 10.3042124772345
42586(10): (318.4609,131.7197) K1, K2 4.76178055311845
42600(14): (320.8438,140.9482) K1, K2 9.53118307104073
42625(25): (329.9323,171.7686) K1, K2 32.1325093320578
42631(6): (333.0833,181.1509) K2 9.89728458969162
42652(21): (349.6849,218.0576) K2 40.4687282809131
42668(16): (355.6875,229.6812) None 13.0820152529863
42675(7): (364.2162,244.7983) None 17.3569894766892
42700(25): (379.776,268.7046) None 28.5240039889709
42727(27): (393.6432,283.5068) None 20.2831081228598
42737(10): (398.9167,287.7476) K2 6.76712886810886
42741(4): (398.9167,287.7476) K2 0
42750(9): (399.2943,287.9893) K2 0.448351184001096
42775(25): (408.2917,293.7681) K2 10.6933341124423
42787(12): (409.5417,294.5151) K1, K2 1.45620151779815
42802(15): (411.5338,295.1743) K1, K2 2.09835309524957
42824(22): (413.1354,295.3501) K1, K2 1.61121381932193
42850(26): (415.7005,294.9692) K1, K2 2.5932189088167
42877(27): (419.5287,292.5889) K1, K2 4.507869152361
42899(22): (424.2813,289.4907) K1, K2 5.67329864198074
42925(26): (437.3021,282.2471) K1, K2 14.9000131273534
42952(27): (449.6458,275.333) K1, K2 14.1482187188509
42974(22): (457.4063,270.6968) K1, K2 9.03989380041584
43000(26): (466.4688,263.6069) K1, K2 11.506331131711
43027(27): (466.612,259.8936) K1, K2 3.71607757610151
43049(22): (463.7083,255.8213) K1, K2 5.00148648132397
43075(26): (454.9193,247.0542) K1, K2 12.4140516604367
43086(11): (448.2656,240.4917) K1, K2 9.3454992756889
43102(16): (441.638,230.3037) K1, K2 12.1540288909899
43123(21): (437.0547,219.1929) K1, K2 12.0190058971754
43125(2): (436.5599,217.7207) K1, K2 1.5531185112833
43150(25): (428.8516,192.5693) K1, K2 26.306099970241
43160(10): (425.4271,183.4067) K2 9.78164977580994
43177(17): (416.3906,162.3643) K2 22.9006647478505
43186(9): (412.4453,153.3042) None 9.88183895427563
43200(14): (405.2838,137.5864) None 17.2724181698153
43225(25): (389.1641,95.91895) None 44.6768523657883
43252(27): (384.9583,82.9624) None 13.6220699255697
43275(23): (382.4583,78.16504) None 5.40968524521397
43300(25): (376.3125,76.57568) None 6.34799717178356
43306(6): (374.2552,76.32666) K2 2.07232849374479
43327(21): (363.0573,74.95703) K2 11.2813257078816
43350(23): (351.5078,74.23926) K2 11.571781957796
43375(25): (326.0391,74.7666) K2 25.474178367613
43397(22): (284.7109,80.75049) None 41.7591410498266
43402(5): (281.3646,81.5415) None 3.43853275868292
43425(23): (264.8281,85.73828) None 17.0607386728407
43450(25): (204.2161,108.0112) None 64.5747426806922
43477(27): (176.0651,120.1108) None 30.6411360491853
43500(23): (161.8333,124.4321) None 14.8733866357948
43510(10): (154.9583,125.0181) K2 6.89992893319962
43525(15): (146.4688,125.4209) K2 8.49905244551
43552(27): (137.9271,125.6772) K2 8.54554669588961
43560(8): (137.8099,125.6772) K1, K2 0.1171875
43574(14): (137.0026,125.6772) K1, K2 0.80731201171875
43600(26): (137.7708,125.8604) K1, K2 0.789745609477406
43627(27): (143.474,128.8999) K1, K2 6.46259202440995
43650(23): (148.9557,134.3711) K1, K2 7.74487068661864
43675(25): (166.8594,160.4453) K1, K2 31.6292052572931
43702(27): (192.6276,190.7603) K1, K2 39.7869188350407
43724(22): (219.2813,214.6958) K1, K2 35.8235681017193
43727(3): (223.8906,217.5669) K2 5.43036038241722
43750(23): (286.7552,252.1372) K2 71.743038847017
43756(6): (310.4792,262.3032) None 25.8103735515081
43777(21): (341.4818,272.4692) None 32.6268386501415
43800(23): (368.9297,281.3169) None 28.8386451963669
43825(25): (394.6719,290.1133) None 27.2036531491654
43852(27): (406.5078,295.5479) None 13.0239617735476
43874(22): (411.2083,298.8657) None 5.75346555765428
43899(25): (414.125,303.3921) None 5.38473205543835
43907(8): (413.9948,303.5679) K2 0.218766290620067
43927(20): (412.224,304.9082) K2 2.22085271619184
43949(22): (408.8906,305.2305) K2 3.34894918408511
43975(26): (406.1172,305.1865) K2 2.77375609035482
44002(27): (405.7917,304.6445) K2 0.632223140340788
44024(22): (405.7917,304.4028) K2 0.24169921875
44050(26): (406.4688,304.022) K2 0.776855404012834
44077(27): (407.3412,303.8901) K2 0.882290090588029
44099(22): (407.5104,303.8901) K2 0.169219970703125
44124(25): (407.5104,303.8901) K2 0
44152(28): (407.4193,303.7656) K2 0.154277223832562
44175(23): (407.0938,303.3042) K2 0.564655786484272
44200(25): (406.8463,302.667) K2 0.683584553792949
44227(27): (406.625,301.8174) K2 0.877931597498597
44249(22): (406.625,301.3926) K2 0.4248046875
44266(17): (406.625,301.1216) None 0.27099609375
44274(8): (406.625,300.9019) None 0.2197265625
44302(28): (406.625,300.5869) None 0.314971923828125
44324(22): (406.625,300.4624) None 0.12451171875
44350(26): (407.7838,300.2866) None 1.17207442216005
44376(26): (409.151,300.2866) None 1.3671875
44399(23): (410.1667,300.2866) None 1.01568603515625
44425(26): (411.3776,301.0996) None 1.45852503829245
44452(27): (411.5469,302.0811) None 0.995972488071971
44469(17): (411.3646,302.3813) K2 0.351224372438366
44474(5): (409.776,302.7183) K2 1.62394550673271
44500(26): (395.5443,303.2163) K2 14.2404004502138
44506(6): (390.9479,303.2163) K1, K2 4.59640502929688
44527(21): (374.8021,304.7104) K1, K2 16.2147941976868
44550(23): (354.4896,308.0649) K1, K2 20.5876292668409
44551(1): (335.0104,311.9175) K2 19.8565166670787
44566(15): (305.9349,317.1836) None 29.5485423721355
44575(9): (271.9896,322.6694) None 34.3857287938728
44602(27): (201.6771,335.2158) None 71.4231018364956
44624(22): (159.75,344.0415) None 42.8459379571036
44649(25): (121.4688,349.4102) None 38.655824507469
44672(23): (97.36719,345.1621) K2 24.4731291583688
44676(4): (95.73959,344.2466) K2 1.86740371866755
44698(22): (87.19791,339.4419) K1, K2 9.8002924565854
44700(2): (87.19791,339.4419) K1, K2 0
44725(25): (76.52084,335.2598) K1, K2 11.4668923858322
44752(27): (71.23438,332.7329) K1, K2 5.85933625816909
44774(22): (70.21875,330.7334) K1, K2 2.24266732961209
44800(26): (70.21875,326.5659) K1, K2 4.16751098632813
44804(4): (70.21875,326.5659) K1, K2 0
44826(22): (71.74219,319.8936) K1, K2 6.84401045291677
44840(14): (73.53906,314.0708) K1, K2 6.09373269942163
44849(9): (74.09896,312.3862) K1, K2 1.77520876199614
44875(26): (83.20052,288.0625) K1, K2 25.9707685534342
44888(13): (93.23959,263.7241) K2 26.3275730431954
44902(14): (107.1719,229.6152) K2 36.8446096273831
44925(23): (123.1875,191.2729) K2 41.5527557704796
44926(1): (124.4375,188.9512) None 2.63681545897019
44950(24): (154.5807,136.1069) None 60.8369353409
44977(27): (179.5156,106.8174) None 38.4658794257897
45000(23): (195.6354,93.15039) None 21.1337510118311
45025(25): (217.6536,80.04004) None 25.6258061703779
45032(7): (220.5313,78.92676) K2 3.08553999626016
45052(20): (224.763,78.35547) K2 4.27009320293689
45069(17): (227.7708,78.41406) K1, K2 3.00836790831427
45074(5): (227.7708,78.41406) K1, K2 0
45100(26): (232.1849,82.67676) K1, K2 6.13636074580877
45127(27): (239.5807,91.86133) K1, K2 11.7921226198178
45150(23): (245.4271,101.002) K1, K2 10.8504440273489
45175(25): (258.2656,123.5679) K1, K2 25.9624165369986
45186(11): (263.0182,131.8003) K1, K2 9.50575705217085
45202(16): (277.3672,154.249) K1, K2 26.6427833094134
45223(21): (293.9167,178.9097) K1, K2 29.6990965034521
45225(2): (294.75,180.1401) K1, K2 1.48603959610276
45249(24): (334.0729,226.1655) K2 60.5361673492034
45250(1): (335.1406,227.2568) K2 1.52673248708235
45277(27): (361.2865,254.5322) K2 37.7830022366439
45299(22): (374.4896,270.0815) None 20.3986015357287
45325(26): (387.3021,288.4214) None 22.3721063916783
45351(26): (396.2995,299.8032) None 14.508577099469
45375(24): (399.3333,302.5425) None 4.08752883288877
45400(25): (399.8542,301.9419) None 0.79501564412443
45405(5): (399.8542,301.1216) K2 0.820281982421875
45427(22): (398.9557,294.6836) K2 6.50041426924025
45450(23): (397.9792,284.8911) K2 9.8410481576757
45476(26): (403.8255,239.2246) K2 46.0392262523722
45502(26): (416.651,198.978) K2 42.2407629689792
45511(9): (421.1563,186.1753) None 13.572289592582
45524(13): (428.5521,164.7593) None 22.6570666689116
45550(26): (445.4662,115.8115) None 51.7877677593156
45577(27): (459.1901,74.27588) None 43.744182487965
45600(23): (461.3516,57.33496) None 17.0782545844778
45609(9): (460.7396,49.9668) K2 7.39353290650988
45625(16): (454.5938,43.63867) K2 8.82132963178475
45646(21): (444.8542,41.60254) K1, K2 9.95018155352253
45651(5): (439.8672,43.52148) K1, K2 5.34345399548573
45675(24): (414.6198,53.92188) K1, K2 27.3056450737989
45700(25): (345.0625,94.89355) K1, K2 80.727301781637
45707(7): (341.1042,97.9917) K2 5.02660805351903
45727(20): (281.7292,144.5005) K2 75.4218768289145
45728(1): (281.7292,144.5005) None 0
45749(21): (223.7734,201.6001) None 81.3586878399614
45775(26): (188.9688,245.3696) None 55.9207488824149
45800(25): (177.3542,262.9258) None 21.050401671038
45813(13): (175.4792,264.6836) K2 2.57010165124397
45824(11): (173.1354,266.2437) K2 2.8155553444774
45849(25): (166.4167,270.0083) K1, K2 7.70150016260122
45850(1): (166.2474,270.0522) K1, K2 0.174891552174189
45875(25): (162.0417,270.7188) K1, K2 4.25820785098356
45899(24): (159.1771,268.9976) K1, K2 3.341943788511
45925(26): (149.5026,264.7275) K1, K2 10.5749481722535
45952(27): (143.2917,261.5708) K1, K2 6.96706393740698
45974(22): (138.5,259.7983) K1, K2 5.10902501535417
45999(25): (131.2214,257.5205) K1, K2 7.62668502583073
46026(27): (125.1927,253.5361) K1, K2 7.22639138903566
46050(24): (119.8281,247.9111) K1, K2 7.77300265922812
46075(25): (114.9193,244.2783) K1, K2 6.10684784818979
46101(26): (110.7396,245.1938) K1, K2 4.27878321645478
46125(24): (106.6771,248.8413) K1, K2 5.45967949287025
46150(25): (96.95052,251.8369) K1, K2 10.1774243805678
46178(28): (95.47916,249.1636) K1, K2 3.05146221885584
46200(22): (94.90625,241.3853) K1, K2 7.79937506211963
46225(25): (92.60156,233.1895) K1, K2 8.51367928210796
46252(27): (89.47656,226.4805) K1, K2 7.40110134278553
46274(22): (87.61459,224.0708) K1, K2 3.04525455917122
46300(26): (83.78646,223.9609) K1, K2 3.82970965939403
46327(27): (79.88021,228.0039) K1, K2 5.6217997242998
46333(6): (78.86459,229.6079) K1, K2 1.89848840519481
46349(16): (75.25781,236.3462) K1, K2 7.64288654248575
46366(17): (71.57291,244.0659) K2 8.55407734931132
46369(3): (62.58854,261.1387) K2 19.2924686355265
46375(6): (56.50781,272.2495) K2 12.6659135693006
46402(27): (40.53125,300.7773) K2 32.6968788514803
46412(10): (36,309.4126) None 9.7519415319673
46424(12): (30.84375,322.3765) None 13.9516865564787
46450(26): (25.20573,342.6865) None 21.0780280246744
46477(27): (19.71094,352.5449) None 11.286307997994
46499(22): (16.83333,355.3647) None 4.02887968667658
46525(26): (16.625,356.0972) None 0.761562456435048
46533(8): (16.65104,356.0972) K2 0.0260391235351563
46552(19): (17.01563,355.8701) K2 0.429542560005367
46567(15): (17.61458,355.2622) K1, K2 0.853380382743735
46574(7): (17.67969,355.1084) K1, K2 0.167021849853289
46600(26): (19.39844,350.9409) K1, K2 4.50802056158417
46627(27): (20.94792,345.8872) K1, K2 5.28588454425243
46650(23): (22.45833,339.7788) K1, K2 6.2923660710655
46675(25): (28.73438,319.6738) K1, K2 21.0618203745019
46702(27): (49.82813,271.1362) K1, K2 52.9230062906128
46725(23): (66.95052,235.7456) K1, K2 39.3150171480069
46749(24): (93.5,185.5015) K1, K2 56.8273288961427
46758(9): (95.60938,182.0151) K2 4.07485023691011
46776(18): (130.1927,126.0435) K2 65.7938177292543
46800(24): (153.2917,93.39941) K2 39.9900085520518
46808(8): (164.4375,79.58594) None 17.7493867779319
46825(17): (184.2682,58.6167) None 28.8611462824179
46852(27): (196.2214,46.27539) None 17.1810045975124
46876(24): (199.9714,41.10449) None 6.38754491974646
46900(24): (198.4349,39.43457) None 2.26924118972612
46927(27): (195.6354,39.43457) None 2.79949951171875
46929(2): (195.6354,39.43457) K2 0
46950(21): (195.6354,39.58838) K2 0.15380859375
46975(25): (195.4792,41.51465) K2 1.93259257643789
46979(4): (195.4792,41.7124) K1, K2 0.197750091552734
47002(23): (195.8828,46.12158) K1, K2 4.42761272211555
47024(22): (197.1458,49.80566) K1, K2 3.89456424345238
47050(26): (202.6406,63.81689) K1, K2 15.0501618132309
47076(26): (206.5208,75.11084) K1, K2 11.9419120799935
47100(24): (215.375,101.5146) K1, K2 27.8487986951623
47125(25): (233.8125,141.439) K1, K2 43.9761132744745
47146(21): (251,172.0249) K2 35.084296518348
47152(6): (269.5026,199.4907) K2 33.1167092531921
47174(22): (290.1537,228.0332) K2 35.2298408314623
47191(17): (308.5,254.0269) None 31.8160267811693
47200(9): (311.2344,258.3921) None 5.15090720516256
47226(26): (324.2422,278.519) None 23.9644613072643
47250(24): (333.7865,290.7212) None 15.4915155394226
47275(25): (347.3542,301.9785) None 17.6297708102458
47302(27): (353.3307,304.564) None 6.51179184497891
47316(14): (354.9193,304.3589) K2 1.60180920846481
47325(9): (355.8958,303.8901) K2 1.08319448138495
47350(25): (360.7656,285.543) K2 18.9823893288858
47356(6): (363.5521,274.271) K1, K2 11.6113148419294
47376(20): (373.2917,250.1011) K1, K2 26.0584598525883
47399(23): (387.3542,220.3062) K2 32.9467808217849
47416(17): (409.2292,173.7827) None 51.4096444351708
47425(9): (412.9662,163.5947) None 10.851754765126
47452(27): (431.7813,114.0244) None 53.0209701813677
47475(23): (446.1432,82.28857) None 34.8342729216457
47500(25): (465.5313,62.6084) None 27.6262251281705
47507(7): (465.8438,62.8501) K2 0.395065319127875
47527(20): (470.4271,73.76318) K2 11.8364622934934
47536(9): (470.2708,84.61035) K1, K2 10.8482937157163
47549(13): (470.2708,84.61035) K1, K2 0
47575(26): (460.9219,131.3828) K1, K2 47.6976283022933
47588(13): (454.6458,162.7378) K2 31.9769462974545
47601(13): (448.4349,201.2339) K2 38.9939197101403
47625(24): (441.5208,250.5991) K2 49.8470463933475
47627(2): (441.3516,252.9063) None 2.31338730527574
47650(23): (438.1745,304.5493) None 51.7406257295423
47677(27): (442.9922,329.2686) None 25.1843974763446
47700(23): (448.5,336.1021) K2 8.77684934830751
47716(16): (452.0417,336.688) K1, K2 3.5898186752307
47725(9): (451.9766,335.6553) K1, K2 1.03473385254095
47752(27): (450.7917,327.5474) K1, K2 8.1940349855577
47774(22): (447.875,318.1138) K1, K2 9.87419638068678
47791(17): (440.4271,294.354) K2 24.8997836111548
47800(9): (434.1641,280.416) K2 15.2804955139779
47827(27): (409.125,224.6567) K2 61.1232761775618
47828(1): (407.6276,221.2144) None 3.75387717745833
47848(20): (380.7787,159.2368) None 67.5432213196512
47875(27): (359.0729,85.52588) None 76.8403601262388
47902(27): (352.4453,54.23682) None 31.9832799375469
47913(11): (349.5417,49.9668) K2 5.16373002522915
47924(11): (348.3958,50.34766) K2 1.20751030683561
47940(16): (330.375,56.771) K1, K2 19.1313615696038
47950(10): (307.5365,70.84082) K1, K2 26.8245591400631
47977(27): (257.3281,112.0469) K1, K2 64.9524804432251
48000(23): (211.8464,161.4707) K2 67.1661864303554
48025(25): (159.4245,252.7231) K2 105.238091422671
48032(7): (150.6224,277.1787) None 25.9914181473898
48052(20): (145.0365,319.564) None 42.7517799922422
48075(23): (147.0156,330.0156) None 10.6373278140621
48099(24): (151.2214,333.4653) None 5.43960669144936
48106(7): (154.5417,334.6812) K2 3.53593204601145
48127(21): (162.7448,333.4873) K2 8.28952212440232
48128(1): (164.0208,333.0845) K1, K2 1.3380685900225
48150(22): (174.6719,328.3677) K1, K2 11.6487883435761
48175(25): (238.0703,298.0234) K1, K2 70.2860766734554
48198(23): (287.9792,275.7798) K2 54.6413395706076
48202(4): (300.6224,270.3599) K2 13.7559517613306
48225(23): (356.2604,246.4976) K2 60.5392100635081
48240(15): (391.612,230.7285) None 38.7091690684067
48250(10): (424.4245,216.2559) None 35.8624618299235
48277(27): (460.4662,201.4536) None 38.962950337329
48300(23): (462.8229,200.4722) K2 2.55289523283519
48316(16): (451.9375,202.23) K1, K2 11.0264194407744
48325(9): (447.5104,202.3691) K1, K2 4.42927821152739
48352(27): (420.2969,202.0176) K1, K2 27.2157709551127
48374(22): (387.0417,198.8901) K1, K2 33.4019570377229
48377(3): (352.7969,189.8301) K2 35.4229994753773
48399(22): (281.0521,159.061) K2 78.064427704312
48420(21): (200.2188,111.5415) None 93.7663356262442
48426(6): (187.901,104.6714) None 14.1041222488886
48448(22): (144.8021,80.62598) None 49.3527943338413
48475(27): (113.9818,62.65234) None 35.6783174441161
48496(21): (107.875,49.46875) K2 14.5292809250885
48501(5): (107.3932,47.41797) K2 2.10661609601293
48525(24): (105.1406,38.21875) K2 9.47099993056197
48548(23): (102.1979,33.98535) K1, K2 5.15569245891816
48550(2): (100.6224,33.96338) K1, K2 1.57565370122916
48572(22): (81.67709,34.83496) K1, K2 18.9653429148377
48577(5): (80.0625,34.94482) K1, K2 1.61832669493972
48598(21): (73.5651,35.39893) K1, K2 6.51324810065232
48624(26): (57.51042,38.51172) K1, K2 16.353660203918
48625(1): (57.31511,38.76074) K1, K2 0.316477084789825
48651(26): (53.17448,45.45508) K1, K2 7.87140341355656
48661(10): (52.86198,48.45801) K1, K2 3.01914985858913
48675(14): (52.84896,56.771) K1, K2 8.31299847667425
48700(25): (53.65625,81.15332) K1, K2 24.3956812574452
48726(26): (55.53125,132.1152) K1, K2 50.9963645708807
48738(12): (57.19792,169.022) K2 36.9444127103612
